PERMISSION NOTICE

The Microsoft “Terms of Use” (available at the www.microsoft.com website) govern all glossary terms in this document (“Glossary Terms”).  The following supplemental terms and conditions also apply.  If there is any conflict between the Terms of Use and the following terms and conditions, the following terms and conditions will take
Precedence over the Terms of Use.
         
1. No part of the Glossary Terms may be reproduced, adapted, distributed, or transmitted in any form or by any means, electronic, mechanical, or otherwise, including photocopying and entry into an information storage and/or retrieval system, for any purpose without the prior express consent of Microsoft Corporation. 

2. You may use the Glossary Terms in the development of any application software and you may also use the Glossary Terms for personal or non-commercial purposes only without the prior written consent of Microsoft Corporation, and only if all copies contain this Permission Notice and the Microsoft copyright notice in the Terms of Use.         
                                                                                                                                
3. You are not permitted to make any modifications, deletions or additions to the Glossary Terms.
 
4. Except as expressly set forth above, Microsoft’s publication of the Glossary Terms does not grant any rights to use, distribute, or implement any technology or intellectual property rights. All rights not expressly granted herein are expressly reserved by Microsoft.
"Source Term",,"Translation",,"String Category",,"Platform",,"Product",,"Version"
"{0} ch",,"{0} ch",,"Text",,"All",,"Office Online Group",,""
"D",,"D",,"Text",,"All",,"Office Online Group",,""
"AV symbol",,"simbol av",,"Text",,"All",,"Office Online Group",,""
"guard",,"gardă regală",,"Text",,"All",,"Office Online Group",,""
"L",,"A",,"Text",,"All",,"Office Online Group",,""
"{richclientfull} failed to launch because the pop-up was blocked by Safari. Please go to Settings > Safari > Block Pop-ups and turn off the pop-up blocker.",,"{richclientfull} nu a reușit să se lanseze, deoarece fereastra pop-up a fost blocată de Safari. Accesați Setări > Safari > Blocați ferestrele pop-up și dezactivați blocarea ferestrelor pop-up.",,"Text",,"All",,"Office Online Group",,""
"Discover Excel designed for Android.",,"Descoperiți Excel proiectat pentru Android.",,"Text",,"All",,"Office Online Group",,""
"Found 1 result.",,"S-a găsit 1 rezultat.",,"Text",,"All",,"Office Online Group",,""
"D",,"R",,"Text",,"All",,"Office Online Group",,""
"tram",,"tramvai",,"Text",,"All",,"Office Online Group",,""
"rainbow",,"curcubeu",,"Text",,"All",,"Office Online Group",,""
"Email address (optional)",,"Adresă de e-mail (opțional)",,"Text",,"All",,"Office Online Group",,""
"The Office Online Copy and Paste extension lets us access your clipboard so you can cut, copy, and paste multiple items. If you don't install it, you can still use these keyboard shortcuts: Cut = Ctrl + X",,"Extensia Copiere și lipire Office Online ne permite să vă accesăm clipboardul, astfel încât să puteți decupa, copia și lipi mai multe elemente. Dacă nu o instalați, puteți utiliza în continuare aceste comenzi rapide de la tastatură: Decupare = Ctrl + X",,"Text",,"All",,"Office Online Group",,""
"Enter a name for this file:",,"Introduceți un nume pentru acest fișier:",,"Text",,"All",,"Office Online Group",,""
"DilleniaUPC",,"DilleniaUPC",,"Text",,"All",,"Office Online Group",,""
"{0} px",,"{0} px",,"Text",,"All",,"Office Online Group",,""
""Japanese ""reserved"" button"",,"buton pentru rezervat în japoneză",,"Text",,"All",,"Office Online Group",,""
"smiling cat face with open mouth",,"pisică zâmbind cu gura deschisă",,"Text",,"All",,"Office Online Group",,""
"Sorry, your session expired. Please refresh the page to continue.",,"Sesiunea a expirat. Reîmprospătați pagina pentru a continua.",,"Text",,"All",,"Office Online Group",,""
"Tamazight",,"Tamazight",,"Text",,"All",,"Office Online Group",,""
"Spanish (Venezuela)",,"Spaniolă (Venezuela)",,"Text",,"All",,"Office Online Group",,""
"V",,"V",,"Text",,"All",,"Office Online Group",,""
"confetti ball",,"minge cu confetti",,"Text",,"All",,"Office Online Group",,""
"top hat",,"joben",,"Text",,"All",,"Office Online Group",,""
"FG",,"FM",,"Text",,"All",,"Office Online Group",,""
"Armenian",,"Armeană",,"Text",,"All",,"Office Online Group",,""
"Microsoft Office 2016 component",,"Componentă Microsoft Office 2016",,"Text",,"All",,"Office Online Group",,""
"C",,"C",,"Text",,"All",,"Office Online Group",,""
"key cap",,"fațete de taste",,"Text",,"All",,"Office Online Group",,""
"shower",,"duș",,"Text",,"All",,"Office Online Group",,""
"Quechua (Peru)",,"Quechua (Peru)",,"Text",,"All",,"Office Online Group",,""
"currency exchange",,"schimb valutar",,"Text",,"All",,"Office Online Group",,""
"German",,"Germană",,"Text",,"All",,"Office Online Group",,""
"Save to {onedrive}",,"Salvați în {onedrive}",,"Text",,"All",,"Office Online Group",,""
"Tigrigna (Ethiopia)",,"Tigrigna (Etiopia)",,"Text",,"All",,"Office Online Group",,""
"Sorry, your session will expire at {0}. You can refresh the page to continue.",,"Sesiunea dvs. va expira la {0}. Puteți reîmprospăta pagina pentru a continua.",,"Text",,"All",,"Office Online Group",,""
"16pt",,"16pt",,"Text",,"All",,"Office Online Group",,""
"Whiteboard",,"Tablă albă",,"Text",,"All",,"Office Online Group",,""
"house",,"case",,"Text",,"All",,"Office Online Group",,""
"mouth",,"gură",,"Text",,"All",,"Office Online Group",,""
"pregnant woman",,"femeie însărcinată",,"Text",,"All",,"Office Online Group",,""
"police car",,"mașină de poliție",,"Text",,"All",,"Office Online Group",,""
"person getting massage",,"masaj facial",,"Text",,"All",,"Office Online Group",,""
"kimono",,"kimono",,"Text",,"All",,"Office Online Group",,""
"Libra",,"zodia Balanței",,"Text",,"All",,"Office Online Group",,""
"left-facing fist",,"pumn spre stânga",,"Text",,"All",,"Office Online Group",,""
"winking face",,"față care face cu ochiul",,"Text",,"All",,"Office Online Group",,""
"palm tree",,"palmier",,"Text",,"All",,"Office Online Group",,""
"outbox tray",,"tăviță de ieșire",,"Text",,"All",,"Office Online Group",,""
"person raising hand",,"persoană veselă, cu mâna sus",,"Text",,"All",,"Office Online Group",,""
