PERMISSION NOTICE

The Microsoft “Terms of Use” (available at the www.microsoft.com website) govern all glossary terms in this document (“Glossary Terms”).  The following supplemental terms and conditions also apply.  If there is any conflict between the Terms of Use and the following terms and conditions, the following terms and conditions will take
Precedence over the Terms of Use.
         
1. No part of the Glossary Terms may be reproduced, adapted, distributed, or transmitted in any form or by any means, electronic, mechanical, or otherwise, including photocopying and entry into an information storage and/or retrieval system, for any purpose without the prior express consent of Microsoft Corporation. 

2. You may use the Glossary Terms in the development of any application software and you may also use the Glossary Terms for personal or non-commercial purposes only without the prior written consent of Microsoft Corporation, and only if all copies contain this Permission Notice and the Microsoft copyright notice in the Terms of Use.         
                                                                                                                                
3. You are not permitted to make any modifications, deletions or additions to the Glossary Terms.
 
4. Except as expressly set forth above, Microsoft’s publication of the Glossary Terms does not grant any rights to use, distribute, or implement any technology or intellectual property rights. All rights not expressly granted herein are expressly reserved by Microsoft.
"Source Term",,"Translation",,"String Category",,"Platform",,"Product",,"Version"
"en-us",,"ro-ro",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Menu > Microsoft Teams > Show All",,"Meniu > Microsoft Teams > Afișați tot",,"Text",,"All",,"Microsoft Teams for Mac",,""
"We just need you to sign in, and then we'll get you to your meeting.",,"Trebuie, pur și simplu, să vă conectați, iar apoi vă vom direcționa către întâlnirea dumneavoastră.",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Quit",,"Părăsiți",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Restart",,"Reporniți",,"Text",,"All",,"Microsoft Teams for Mac",,""
"D'oh! Something went wrong...",,"Dăăă! Ceva nu a funcționat corect...",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Having trouble? Tell us about it.",,"Întâmpinați probleme? Comunicați-ne.",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Get Latest",,"Obțineți cea mai recentă versiune",,"Text",,"All",,"Microsoft Teams for Mac",,""
"You’re using an unsupported version of Microsoft Teams",,"Momentan utilizați o versiune neacceptată de Microsoft Teams",,"Text",,"All",,"Microsoft Teams for Mac",,""
"You've got the latest updates. Enjoy!",,"Aveți cele mai recente actualizări. Bucurați-vă din plin!",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Microsoft Teams",,"Microsoft Teams",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Looks like a few files are missing; re-install Microsoft Teams to try again.",,"Se pare că lipsesc câteva fișiere; reinstalați Microsoft Teams pentru a încerca din nou.",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Couldn’t finish installing",,"Nu s-a putut finaliza instalarea",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Hang tight! We’re getting you connected.",,"Așteptați! Încercăm să vă conectăm.",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Authentication failed",,"Autentificarea nu a reușit",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Modern authentication failed here, but you'll still be able to sign in. Your status code is {0}.",,"Autentificarea modernă nu a reușit aici, dar încă vă veți putea conecta. Codul de stare este {0}.",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Sorry, we're having connection issues.",,"Ne pare rău, întâmpinăm probleme la conectare.",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Go ahead and log in.",,"Continuați și conectați-vă.",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Login to Microsoft Teams",,"Conectați-vă la Microsoft Teams",,"Text",,"All",,"Microsoft Teams for Mac",,""
"There's a more permanent way to sign in to Microsoft Teams. If you're having trouble completing the process, talk to your IT admin.",,"Există o metodă de lungă durată prin care vă puteți conecta la Microsoft Teams. În cazul în care întâmpinați probleme la finalizarea procesului, discutați cu administratorul IT.",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Let's get you up and running...",,"Haideți să începem...",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Authenticate",,"Autentificați-vă",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Please select a certificate to authenticate yourself to {0}",,"Selectați un certificat pentru a vă autentifica la {0}",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Select a certificate",,"Selectați un certificat",,"Text",,"All",,"Microsoft Teams for Mac",,""
"We're sorry, but something went wrong. Please try again.",,"Ne pare rău, dar ceva nu a funcționat corect. Încercați din nou.",,"Text",,"All",,"Microsoft Teams for Mac",,""
"You can also try clicking the original link you were sent.",,"De asemenea, puteți încerca să dați clic pe linkul original care v-a fost trimis.",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Add to Dictionary",,"Adăugați în dicționar",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Copy",,"Copiați",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Copy Email Address",,"Copiați adresa de e-mail",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Copy Image",,"Copiați imaginea",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Copy Image URL",,"Copiați URL-ul imaginii",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Copy Link",,"Copiați linkul",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Cut",,"Decupați",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Inspect Element",,"Inspectați elementul",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Open Link",,"Deschideți linkul",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Paste",,"Lipiți",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Yes, open in browser",,"Da, deschide în browser",,"Text",,"All",,"Microsoft Teams for Mac",,""
"No, cancel",,"Nu, anulează",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Want to open this link in a browser?",,"Doriți să deschideți acest link în browser?",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Open in browser",,"Deschideți în browser",,"Text",,"All",,"Microsoft Teams for Mac",,""
"OK",,"OK",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Cancel",,"Anulați",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Open file {0}?",,"Deschideți fișierul {0}?",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Open File",,"Deschideți fișierul",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Failed to register as chat app for Office",,"Nu a reușit înregistrarea ca aplicație chat pentru Office",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Enjoy using Teams!",,"Bucurați-vă de Microsoft Teams!",,"Text",,"All",,"Microsoft Teams for Mac",,""
"This message is shown on success registering as chat app for Office and when the app is all set up.",,"Acest mesaj este afișat la înregistrarea cu succes ca aplicație de chat pentru Office și atunci când aplicația este configurată complet.",,"Text",,"All",,"Microsoft Teams for Mac",,""
"You're all set.",,"Sunteți gata.",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Title is shown on success registering as chat app for Office. Let's user know the app is all set up.",,"Titlul este afișat la înregistrarea cu succes ca aplicație de chat pentru Office. Acesta informează utilizatorul că aplicația este configurată complet.",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Failed to unregister as chat app for Office",,"Nu a reușit anularea înregistrării ca aplicație chat pentru Office",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Username or password maybe incorrect",,"Este posibil ca numele de utilizator sau parola să fie incorecte",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Send a quick reply...",,"Trimiteți un răspuns rapid...",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Send",,"Trimiteți",,"Text",,"All",,"Microsoft Teams for Mac",,""
"N/A",,"Nu se aplică",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Launching app",,"Se lansează aplicația",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Microsoft Confidential. Do not distribute.",,"Confidențial Microsoft. Nu se distribuie.",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Loading Microsoft Teams",,"Se încarcă Microsoft Teams",,"Text",,"All",,"Microsoft Teams for Mac",,""
"Sorry, this is taking longer than we thought",,"Ne pare rău, durează mai mult decât am presupus",,"Text",,"All",,"Microsoft Teams for Mac",,""
